song_id,artists,song,lyrics,description,artist,title,lyric
3315890.0,,,,No description,Drake,God’s Plan,"653 ContributorsTranslationsРусскийTürkçeEspañolPolskiItalianoDeutschFrançaisAzərbaycanca / آذربايجانGod’s Plan Lyrics[Intro]
And they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah

[Verse 1]
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 AM to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Yes, I see the things that they wishin' on me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me

[Chorus]
God's plan, God's plan
I hold back, sometimes I won't, yeah
I feel good, sometimes I don't (Ayy, don't)
I finessed down Weston Road (Ayy, 'nessed)
Might go down a G-O-D (Yeah, wait)
I go hard on Southside G (Yeah, wait)
I make sure that north-side eat
And still

[Post-Chorus]
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah, ayy, ayy
You might also like[Verse 2]
She say, ""Do you love me?"" I tell her, ""Only partly
I only love my bed and my mama, I'm sorry""
Fifty Dub, I even got it tatted on me
Eighty-one, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
'Magine if I never met the broskies

[Chorus]
God's plan, God's plan
I can't do this on my own, ayy (No, ayy)
Someone watchin' this shit close (Yep, close)
I've been me since Scarlett Road, ayy (Road, ayy)
Might go down as G-O-D (Yeah, wait, yeah)
I go hard on Southside G (Ayy, wait, ayy)
I make sure that north-side eat, yeah
And still

[Post-Chorus]
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah, yeah
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah941Embed"
3807759.0,,,,No description,Drake,In My Feelings,"371 ContributorsTranslationsไทย / Phasa ThaiPortuguêsEspañolDeutschIn My Feelings Lyrics[Intro: Drake]
Trap, TrapMoneyBenny
This shit got me in my feelings
Gotta be real with it, yeah

[Chorus: Drake]
Kiki, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
KB, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always

[Verse: Drake]
Look, the new me is really still the real me
I swear you gotta feel me before they try and kill me
They gotta make some choices, they runnin' out of options
'Cause I've been goin' off and they don't know when it's stoppin'
And when you get to toppin', I see that you've been learnin'
And when I take you shoppin', you spend it like you earned it
And when you popped off on your ex he deserved it
I thought you were the one from the jump, that confirmed it
TrapMoneyBenny, ayy
I buy you Champagne but you love some Henny
From the block like you Jenny
I know you special, girl, 'cause I know too many
You might also like[Chorus: Drake]
'Resha, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
JT, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always

[Interlude: JT, Yung Miami, Drake & Magnolia Shorty]
Two bad bitches and we kissin' in the Wraith
Kissin'-kissin' in the Wraith, kiss-kissin' in the Wraith
I need that black card and the code to the safe
Code to the safe, code-code to the safe-safe
I show him how that neck work
Fuck that Netflix and chill—what's your net-net-net worth?
'Cause I want ya, and I need ya
And I'm down for you always
Yeah, yeah, yeah, yeah, he bad
And I'm down for you always
Yeah, yeah, yeah, guess who's back
And I'm down for you always
D-down for you al–
Black biggy biggy black biggy black blake
D-d-down for you always
I got a new boy, and that nigga trade!
[Chorus: Drake]
Kiki, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want you, and I need you
And I'm down for you always
KB, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I–

[Breakdown: Lil Wayne & Magnolia Shorty]
Skate and Smoke and Rap
Now let me see you
Bring that ass, bring that ass, bring that ass back!
B-bring that ass, bring that ass, bring that ass back!
Shawty say the nigga that she with can't hit
But shawty, I'ma hit it, hit it like I can't miss
Now let me see you
Clap that ass, you're the only one I love
Clap that ass, clap-clap that ass!
Bring that ass back!
Clap-clap-clap that ass, you're the only one I love
Let's go, let's go, let's go!
Bring that ass back!

[Outro: Drake]
Trap, TrapMoneyBenny
This shit got me in my feelings
Gotta be real with it, yup
BlaqNmilD, you a genius, you diggin' me?
[Skit: Zazie Beetz]
I don't even care, I need a photo with Drake
Because my Instagram is weak as fuck
I'm just being real, my shit, look–217Embed"
2263723.0,,,,No description,Drake,Hotline Bling,"317 ContributorsTranslationsTürkçeEspañolPortuguêsFrançaisDeutschHotline Bling Lyrics[Intro]
You used to call me on my
You used to, you used to
Yeah

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Verse 1]
Ever since I left the city, you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl, you got me down, you got me stressed out
'Cause ever since I left the city, you
Started wearin' less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I never seen before

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing
You might also like[Verse 2]
Ever since I left the city, you, you, you
You and me, we just don't get along
You make me feel like I did you wrong
Goin' places where you don't belong
Ever since I left the city, you
You got exactly what you asked for
Runnin' out of pages in your passport
Hangin' with some girls I've never seen before

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Bridge]
These days, all I do is
Wonder if you're bendin' over backwards for someone else
Wonder if you're rollin' up a Backwoods for someone else
Doing things I taught you, gettin' nasty for someone else
You don't need no one else
You don't need nobody else, no
Why you never alone?
Why you always touchin' road?
Used to always stay at home
Be a good girl, you was in the zone
Yeah, you should just be yourself
Right now, you're someone else
[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Outro]
Ever since I left the city—
[Produced by Nineteen85]648Embed"
2450584.0,,,,No description,Drake,One Dance,"302 ContributorsTranslationsTürkçeEspañolEnglishDeutschFrançaisOne Dance Lyrics[Refrain: Kyla]
Baby, I like your style

[Verse 1: Drake]
Grips on your waist, front way, back way
You know that I don't play
Streets not safe but I never run away
Even when I'm away
Oti, oti
There's never much love when we go OT
I pray to make it back in one piece
I pray, I pray

[Chorus: Drake]
That's why I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
[Refrain: Kyla]
Baby, I like your style
You might also like[Verse 2: Drake]
Strength and guidance
All that I'm wishing for my friends
Nobody makes it from my ends
I had to bust up the silence
You know you gotta stick by me
Soon as you see the text, reply me
I don't wanna spend time fighting
We've got no time, and that's why

[Chorus: Drake]
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me

[Post-Chorus: Wizkid]
Got a pretty girl and she love me long time
Wine it, wine it, she love me long time
Oh, yeah, very long time
Back up, back up, back up, and wine am
Back up, back up, and wine am, girl, just
Back up, back up, back up, and wine am
Oh, yeah, very long time
Back, up, back up and wine am, girl
[Bridge: Kyla]
Oh, tell me, I need to know
Where do you wanna go?
'Cause if you're down, I'll take it slow
Make you lose control

[Breakdown: Kyla & Wizkid]
Where, where, where
Where, where, where, where (Oh, yeah, very long time)
Where, where, where (Back up, back up, and wine am, girl)
Where, where, where, where
'Cause if you're down (Back up, back up, and–)
'Cause if you're down (Back up, back up, and–)
'Cause if you're down (Back up, back up, and–)

[Chorus: Drake & Kyla]
I need a one dance (Where, where, where)
Got a Hennessy in my hand (Where, where, where, where)
One more time 'fore I go (Where)
Higher powers taking a hold on me (Where, where, where, where)
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
[Outro]
How do you spell ""Hennessy?""
I put two ""N""s and two ""S""es, is it like that? Hen... Henn... Henn...
It's definitely not showing up
I know ""Hennessy"" has two ""S""es for sure, so I'm gonna take out one of the ""N""s234Embed"
200546.0,,,,No description,Drake,"Hold On, We’re Going Home","220 ContributorsTranslationsEspañolFrançaisHold On, We’re Going Home Lyrics[Verse: Drake]
I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

[Pre-Chorus: Drake]
'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

[Chorus: Drake]
Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home
Home

[Verse: Drake]
I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly
You might also like[Pre-Chorus: Drake & Majid Al Maskati]
'Cause you're a good girl and you know it (Oh yeah)
You act so different around me (Ah-ah-da-da)
'Cause you're a good girl and you know it (Ah-ah-ah)
I know exactly who you could be

[Chorus: Drake & Majid Al Maskati]
So just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

[Bridge: Majid Al Maskati & Drake]
You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby
You're the girl, you're the one
Gave you everything I loved (Oh)
I think there's something, baby
I think there's something, baby

[Pre-Chorus: Drake & Majid Al Maskati]
'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be
[Chorus: Drake & Majid Al Maskati]
Oh, just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

[Outro: Majid Al Maskati]
Hold on
Oh, oh

[Produced by Nineteen85, Majid Jordan & Noah ""40"" Shebib]507Embed"
703654.0,,,,No description,Drake,Know Yourself,"283 ContributorsTranslationsTürkçeEspañolPortuguêsEnglishKnow Yourself Lyrics[Part I]

[Intro]
Hol' it yute, hol' it, hol' it, hol' it, hol' it, hol' it
No sleepin' in the streets!
Shaky warrior
Yeah, this that Oliver, 40, Niko shit man
15 Fort York shit, y'know?
Boi-1da, what's poppin'?
Yeah, yeah

[Verse 1]
Runnin' through the 6 with my woes
Countin' money, you know how it goes
Pray the real live forever, man
Pray the fakes get exposed
I want that Ferrari, then I swerve
I want that Bugatti, just to hurt
I ain't rockin' my jewelry, that's on purpose
Niggas want my spot and don't deserve it
I don't like how serious they take themselves
I've always been me, I guess I know myself
Shakiness, man, I don't have no time for that
My city too turned up, I'll take the fine for that
This been where you find me at
That's been where you find me at
I know a nigga named Johnny Bling
He put me on to the finer things
Had a job sellin' Girbaud jeans
I had a yellow TechnoMarine
Then Kanye dropped, it was polos and backpacks
Man, that was when Ethan was pushin' a Subaru hatchback
Man, I'm talkin' way before hashtags
I was runnin' through the 6 with my woes
(Yeah!)
You might also like[Part II]

[Chorus]
I was runnin' through the 6 with my woes
You know how that shit go
You know how that shit go
You know how that shit go
Runnin' through the 6 with my woes
You know how that shit go
You know how that shit go
You know how that shit go
Don't fuck with them niggas, they too irrational, woah

[Verse 2]
This is that nasty flow
Top boy in this shit, I'm so international
Reps up is in here
Got P Reign and Chubby and TJ and Winnie and woah
Yeah, and you know how that shit go
I might declare it a holiday as soon as Baka get back on the road
Yeah, but you know how that shit go
They so irrational, they don't wanna patch it up
They wanna mash it up, woah
My nigga Jibba, he whip it, I ride in the passenger
I'm way up, I stay up, I'm two up, I'm three up
I had to get back to you, woah
I'm turnin' into a nigga that thinks about money and women
Like 24/7, that's where my life took me
That's just how shit happened to go
And you know
Runnin' through the 6 with my, with my
[Chorus]
I was running through the 6 with my woes
And you know how that shit go
You know how that shit go
You know how that shit go
Runnin' through the 6 with my woes
You know how that shit go
You know how that shit go
You know how that shit go
Runnin' through the 6 with my woes
You know how that shit go
[Outro: Popcaan & Drake]
...Shell out, all if yuh eye nuh big
Always haffi look out, yuh no know if yuh head book out
Dun know, a de Unruly boss, dis man
No bomboclat, otha
And if a boy nuh like OVO or Chromatic
Yuh can jus suck yuh mada!!
With no apology, if you nuh like we, we nuh like you neither youth
Your girl a say we cute, if you diss you will get execute
That's the truth, OVO Unruly
(Machine gun shots)
With my woes1.1KEmbed"
2266961.0,,,,No description,Drake,Back to Back,"441 ContributorsTranslationsРусскийBack to Back Lyrics[Intro]
Oh man
Oh man, oh man
Not again

[Verse 1]
Yeah
I learned the game from William Wesley, you can never check me
Back to back for the niggas that didn't get the message
Back to back, like I'm on the cover of Lethal Weapon
Back to back, like I'm Jordan '96, '97
Woah—very important and very pretentious
When I look back, I might be mad that I gave this attention
Yeah, but it's weighin' heavy on my conscience
Yeah, and fuck, you left The Boy no options
I wanna see my niggas go insane
You gon' make me step out of my fuckin' frame
You gon' make me buy bottles for Charlamagne
You gon' make me go out of my fuckin' way
I waited four days, nigga, where y'all at?
I drove here in the Wraith, playin' AR-AB
I'm not sure what it was that really made y'all mad
But I guess this is what I gotta do to make y'all rap
I mean woah, can't fool the city, man, they know what's up
Second floor at Tootsies, gettin' shoulder rubs
This for y'all that think that I don't write enough
They just mad 'cause I got the Midas touch
You love her, then you gotta give the world to her
Is that a world tour or your girl's tour?
I know that you gotta be a thug for her
This ain't what she meant when she told you to open up more
Yeah, trigger fingers turn to Twitter fingers
Yeah, you gettin' bodied by a singin' nigga
I'm not the type of nigga that'll type to niggas
And shout to all my boss bitches wifin' niggas
Make sure you hit him with the prenup
Then tell that man to ease up
I did another one, I did another one
You still ain't did shit about the other one
You might also like[Chorus]
I got the drink in me, going back to back
Yeah, going back to back
I got the drink in me, going back to back
Yeah, I'm going back to back

[Verse 2]
I don't wanna hear about this ever again
Not even when she tell him that they better as friends
Not even when you saying, ""Drizzy, tell 'em again!""
I been puttin' on a show, it was a sell-out event
Oh, you need better seatin'
I didn't wanna do it, gave me every reason
The point I'm tryin' to make is I don't ever need 'em
Seen what you'd do for fame, what would you do for freedom?
Please, check 'em for a wire or a earpiece
Please, please do not let these niggas near me
Please, think before you come for the great one
Please, who's a real nigga and who ain't one?
Please, somebody stop me
I'm talkin' boasy and gwanin wassy
I got the fest in five days and it's my shit
Soon as a nigga hit the stage, they gon'

[Chorus]
They gon' ask if I can play this shit back to back
Yeah, they want it back to back
They gon' ask if I can play this shit back to back
I took a break from Views, now it's back to that, nigga (Six)1.3KEmbed"
196551.0,,,,No description,Drake,All Me,"296 ContributorsTranslationsEnglishPortuguêsEnglishAll Me Lyrics[Produced by KeY Wane]
[Intro: Aziz Ansari]
I'm really stepping up my game
These bitches gotta start paying me for this
Can't get no more free, Randy

[Chorus: Drake]
Got everything, I got everything
I cannot complain, I cannot
I don't even know how much I really made, I forgot, it's a lot
Fuck that, never mind what I got
Nigga don't watch that 'cause I—
Came up, that's all me, stay true, that's all me (yeah)
No help, that's all me, all me for real
Came up, that's all me, stay true, that's all me (2 Chainz)
No help, that's all me, all me for real

[Verse 1: 2 Chainz]
Money on my mind, you should think the same
J's on, pinky ring, dogging these hoes, I need quarantine
In the same league, but we don't ball the same
(Ah) She want all the fame, I hear that shit all the time
She said she love me, I said, ""Baby girl, fall in line""
Okay, made a million off a dinner fork, watch me switch it up
Walked in, ""Ill nigga alert! Ill nigga alert!""
You need that work, I got that work, got bitches in my condo
Just bought a shirt that cost a Mercedes-Benz car note
From the A to Toronto, we let the metal go off
And my dick so hard it make the metal detector go off
This that sauce, this that dressing
Givenchy, nigga, God bless you
If having a bad bitch was a crime, I'd be arrested (Tru)
You might also like[Chorus: Drake]
Got everything, I got everything
I cannot complain, I cannot
I don't even know how much I really made, I forgot, it's a lot
Fuck that, never mind what I got
Nigga don't watch that 'cause I—
Came up, that's all me, stay true, that's all me
No help, that's all me, all me for real
Came up, that's all me, stay true, that's all me
No help, that's all me, all me for real

[Verse 2: Drake]
I touched down in '86, knew I was the man by the age of 6
I even fucked the girl that used to babysit
But that was years later on some crazy shit
I heard your new shit, nigga hated it
Damon Wayans, homie don't play that shit
I get paid a lot, you get paid a bit
And my latest shit is like a greatest hits
Goddamn, ain't no wishing over on this side
Y'all don't fuck with us, then we don't fuck with y'all
It's no different over on this side
Goddamn, should I listen to everybody or myself?
'Cause myself just told myself:
""You're the motherfucking man, you don't need no help""
Cashing checks and I’m bigging up my chest
Y'all keep talking ‘bout who next, but I’m about as big as it gets
I swear y'all just wasting y'all breath
I’m the light skinned Keith Sweat, I'ma make it last forever
It’s not your turn 'cause I ain't done yet
Look, just understand that I'm on a roll like Cottonelle
I was made for all of this shit
And I’m on the road box office sales
I’m getting paid for all of this shit
Ask you to please excuse my table manners
I was making room for the table dancers
'Cause if we judging off your advances
Then I just got paid like eight advances, goddamn!
[Chorus: Drake]
Got everything, I got everything
I cannot complain, I cannot
I don't even know how much I really made, I forgot, it's a lot
Fuck that, never mind what I got
Nigga don't watch that 'cause I—
Came up, that's all me, stay true, that's all me
No help, that's all me, all me for real
Came up, that's all me, stay true, that's all me—

[Verse 3: Big Sean]
Ho, shut the fuck up!
I got way too much on my mental
I learn from what I've been through
I'm finna do what I didn't do
And still waking up like the rent's due
Not complicated, it's simple
I got sexy ladies, a whole Benz-full
And to them hoes I'm everything—everything but gentle
But I still take my time (Time)
Man, I guess I'm just old fashioned
Wearing retro sh—, that's old fashion
Nigga, see what I'm saying, no closed caption
I paint pics, see the shit, good sex, need to hit
Keep a broad on the floor year 'round like season tickets
I plead the fifth, drink a fifth, load the nine
Leave you split, in the half, smoke a half, need a zip
My new girl is on Glee and shit
Probably making more money than me and shit
I swear to God I got 99 problems but a bitch ain't one
I got 99 problems, getting rich ain't one
Like I got trust issues
I'm sorry for the people I've pushed out
I'm the type to have a bullet-proof condom
And still gotta pull out
But that's just me and I ain't perfect
I ain't a saint but I am worth it
If it's one thing, I am worth it
Niggas still hating but it ain't working
Lil' bitch...
[Verse 4: Drake]
Oh me, oh me, oh my
I think I done fucked too many women from the 305
'Fore the end of this year
I'll do King of Diamonds 3 more times
Smoking on that kush all in our section
Like it's legalized
Girl, you can't always have your way
Sometimes it be like that
They don't really fuck with you like that
They ain't never did me like that
I just took my time, you got the shine
I let you eat like that
I been taught to never loan somebody
What you need right back
And I need that shit right back
(No more free Randy) I’m blessed than a muhfucka
Niggas been stressed than a muhfucka
Niggas getting nervous
Clutching they chests like a muhfucka
Damn that’s a motherfucker
Tell the truth, I don’t listen to you
'Cause I don’t like being lied to
And that ship won’t sail
And that wind won’t guide you
Daddy was in jail, we was talking through the window
Like a motherfucking drive-thru
That was back then, man
Now my niggas rich enough to do whatever I do511Embed"
217270.0,,,,No description,Drake,From Time,"223 ContributorsTranslationsTürkçeEspañolFrom Time Lyrics[Verse 1: Jhené Aiko]
What's up?
Been a minute since we kicked it, you've been caught up
With them bitches, I don't get it, you're a star, love
You shouldn't have to deal with that
I'd never make you feel like that
'Cause

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love

[Verse 2: Drake]
Yeah, I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl, that nigga's amazing
Well, fuck it, we had a couple Coronas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown-ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the seventies on your own
My mother is sixty-six and her favorite line to hit me with is
""Who the fuck wants to be seventy and alone?""
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
You might also like[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love
[Verse 3: Drake]
Uh, thinking 'bout Texas, back when Porscha used to work at Treasures
Or further back than that, before I had the Houston leverage
When I got Summer a Michael Kors with my momma's debit
A weak attempt at flexing, I'll never forget it
'Cause that night I played her three songs
Then we got to talking 'bout something we disagreed on
Then she start telling me how I'll never be as big as Trey Songz
Boy, was she wrong
That was just negative energy for me to feed off
Now it's therapeutic blowing money in the Galleria
Or Beverly Center Macy's where I discovered Bria
Landmarks of the muses that inspired the music
When I could tell it was sincere without tryna prove it
The one that I needed was Courtney from Hooters on Peachtree
I've always been feeling like she was the piece to complete me
Now she engaged to be married, what's the rush on commitment?
Know we were going through some shit, name a couple that isn't?
Remember our talk in the parking lot at the Ritz
Girl, I felt like we had it all planned out
I guess I fucked up the vision
Learning the true consequences of my selfish decisions
When you find out how I'm living, I just hope I'm forgiven
It seem like you don't want this love anymore
I'm acting out in the open, it's hard for you to ignore
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you
What are you, what are you so afraid of?
Darling, you
You give, but you cannot take love

[Outro: Baka Not Nice]
Been Baka aka Not Nice from time, G
Been a East Side ting
Scarborough ting from time, G
Been have up di ting dem from time, G
So I don't know what's wrong with these
Little wasteman out here, eh?
Y'all need to know yourself576Embed"
2890553.0,,,,No description,Drake,Fake Love,"216 ContributorsTranslationsDeutschEspañolFake Love Lyrics[Chorus]
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face

[Verse 1]
Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was solid
No, you can't ""son"" me
You won't never get to run me
Just when shit look out of reach
I reach back like one, three
Like one, three, yeah

[Pre-Chorus]
That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
I don't trust a word you say
How you wanna clique up after your mistakes?
Look you in the face, and it's just not the same
You might also like[Chorus]
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face

[Verse 2]
Yeah, straight up to my face, tryna play it safe
Vibe switch like night and day
I can see it, like, right away
I came up, you changed up
I caught that whole play
Since, things never been the same

[Pre-Chorus]
That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake (I can tell that love is fake)
I don't trust a word you say (I don't trust a word)
How you wanna clique up after your mistakes?
(That's just what I heard)
Look you in the face, and it's just not the same
[Chorus]
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face

[Outro]
Skrrt
And more chune for your headtop
So watch how you speak on my name, you know?193Embed"
