song_id,artist,title,lyric,anger,confidence,desire,disgust,gratitude,joy,love,lust,sadness,shame,fear,anticipation
3315890.0,Drake,God’s Plan,"and they wishin' and wishin' and wishin' and wishin', they wishin' on me yeah   i been movin' calm, don't start no trouble with me tryna keep it peaceful is a struggle for me don't pull up at 6 am to cuddle with me you know how i like it when you lovin' on me i don't wanna die for them to miss me yes, i see the things that they wishin' on me hope i got some brothers that outlive me they gon' tell the story, shit was different with me   god's plan, god's plan i hold back, sometimes i won't, yeah i feel good, sometimes i don't (ayy, don't) i finessed down weston road (ayy, 'nessed) might go down a g-o-d (yeah, wait) i go hard on southside g (yeah, wait) i make sure that north-side eat and still   bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin', they wishin' on me bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin', they wishin' on me yeah, ayy, ayy you might also like she say, ""do you love me?"" i tell her, ""only partly i only love my bed and my mama, i'm sorry"" fifty dub, i even got it tatted on me eighty-one, they'll bring the crashers to the party and you know me turn the o2 into the o3, dog without 40, oli, there'd be no me 'magine if i never met the broskies   god's plan, god's plan i can't do this on my own, ayy (no, ayy) someone watchin' this shit close (yep, close) i've been me since scarlett road, ayy (road, ayy) might go down as g-o-d (yeah, wait, yeah) i go hard on southside g (ayy, wait, ayy) i make sure that north-side eat, yeah and still   bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin', they wishin' on me yeah, yeah bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin', they wishin' on me yeah",0,1,0,0,1,1,0,0,0,0,0,0
3807759.0,Drake,In My Feelings,"trap, trapmoneybenny this shit got me in my feelings gotta be real with it, yeah   kiki, do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya, and i need ya and i'm down for you always kb, do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya, and i need ya and i'm down for you always   look, the new me is really still the real me i swear you gotta feel me before they try and kill me they gotta make some choices, they runnin' out of options 'cause i've been goin' off and they don't know when it's stoppin' and when you get to toppin', i see that you've been learnin' and when i take you shoppin', you spend it like you earned it and when you popped off on your ex he deserved it i thought you were the one from the jump, that confirmed it trapmoneybenny, ayy i buy you champagne but you love some henny from the block like you jenny i know you special, girl, 'cause i know too many you might also like 'resha, do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya, and i need ya and i'm down for you always jt, do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya, and i need ya and i'm down for you always   two bad bitches and we kissin' in the wraith kissin'-kissin' in the wraith, kiss-kissin' in the wraith i need that black card and the code to the safe code to the safe, code-code to the safe-safe i show him how that neck work fuck that netflix and chill—what's your net-net-net worth? 'cause i want ya, and i need ya and i'm down for you always yeah, yeah, yeah, yeah, he bad and i'm down for you always yeah, yeah, yeah, guess who's back and i'm down for you always d-down for you al– black biggy biggy black biggy black blake d-d-down for you always i got a new boy, and that nigga trade!  kiki, do you love me? are you riding? say you'll never ever leave from beside me 'cause i want you, and i need you and i'm down for you always kb, do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya, and i–   skate and smoke and rap now let me see you bring that ass, bring that ass, bring that ass back! b-bring that ass, bring that ass, bring that ass back! shawty say the nigga that she with can't hit but shawty, i'ma hit it, hit it like i can't miss now let me see you clap that ass, you're the only one i love clap that ass, clap-clap that ass! bring that ass back! clap-clap-clap that ass, you're the only one i love let's go, let's go, let's go! bring that ass back!   trap, trapmoneybenny this shit got me in my feelings gotta be real with it, yup blaqnmild, you a genius, you diggin' me?  i don't even care, i need a photo with drake because my instagram is weak as fuck i'm just being real, my shit, look–",0,0,0,0,0,1,1,1,0,0,0,0
2263723.0,Drake,Hotline Bling,"you used to call me on my you used to, you used to yeah   you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   ever since i left the city, you got a reputation for yourself now everybody knows and i feel left out girl, you got me down, you got me stressed out 'cause ever since i left the city, you started wearin' less and goin' out more glasses of champagne out on the dance floor hangin' with some girls i never seen before   you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing you might also like ever since i left the city, you, you, you you and me, we just don't get along you make me feel like i did you wrong goin' places where you don't belong ever since i left the city, you you got exactly what you asked for runnin' out of pages in your passport hangin' with some girls i've never seen before   you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   these days, all i do is wonder if you're bendin' over backwards for someone else wonder if you're rollin' up a backwoods for someone else doing things i taught you, gettin' nasty for someone else you don't need no one else you don't need nobody else, no why you never alone? why you always touchin' road? used to always stay at home be a good girl, you was in the zone yeah, you should just be yourself right now, you're someone else  you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   ever since i left the city—",0,0,1,0,0,0,0,0,1,0,0,0
2450584.0,Drake,One Dance,"baby, i like your style   grips on your waist, front way, back way you know that i don't play streets not safe but i never run away even when i'm away oti, oti there's never much love when we go ot i pray to make it back in one piece i pray, i pray   that's why i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me  baby, i like your style you might also like strength and guidance all that i'm wishing for my friends nobody makes it from my ends i had to bust up the silence you know you gotta stick by me soon as you see the text, reply me i don't wanna spend time fighting we've got no time, and that's why   i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me   got a pretty girl and she love me long time wine it, wine it, she love me long time oh, yeah, very long time back up, back up, back up, and wine am back up, back up, and wine am, girl, just back up, back up, back up, and wine am oh, yeah, very long time back, up, back up and wine am, girl  oh, tell me, i need to know where do you wanna go? 'cause if you're down, i'll take it slow make you lose control   where, where, where where, where, where, where (oh, yeah, very long time) where, where, where (back up, back up, and wine am, girl) where, where, where, where 'cause if you're down (back up, back up, and–) 'cause if you're down (back up, back up, and–) 'cause if you're down (back up, back up, and–)   i need a one dance (where, where, where) got a hennessy in my hand (where, where, where, where) one more time 'fore i go (where) higher powers taking a hold on me (where, where, where, where) i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me  how do you spell ""hennessy?"" i put two ""n""s and two ""s""es, is it like that? hen... henn... henn... it's definitely not showing up i know ""hennessy"" has two ""s""es for sure, so i'm gonna take out one of the ""n""s",0,0,1,0,0,1,0,0,0,0,0,0
200546.0,Drake,"Hold On, We’re Going Home","i got my eyes on you you're everything that i see i want your hot love and emotion endlessly i can't get over you you left your mark on me i want your hot love and emotion endlessly   'cause you're a good girl and you know it you act so different around me 'cause you're a good girl and you know it i know exactly who you could be   just hold on, we're going home just hold on, we're going home it's hard to do these things alone just hold on, we're going home home   i got my eyes on you you're everything that i see i want your hot love and emotion endlessly i can't get over you you left your mark on me i want your hot love and emotion endlessly you might also like 'cause you're a good girl and you know it (oh yeah) you act so different around me (ah-ah-da-da) 'cause you're a good girl and you know it (ah-ah-ah) i know exactly who you could be   so just hold on, we're going home (going home) just hold on, we're going home (going home) it's hard to do these things alone (things alone) just hold on, we're going home (going home) home (going home)   you're the girl, you're the one gave you everything i loved i think there's something, baby i think there's something, baby you're the girl, you're the one gave you everything i loved (oh) i think there's something, baby i think there's something, baby   'cause you're a good girl and you know it you act so different around me 'cause you're a good girl and you know it i know exactly who you could be  oh, just hold on, we're going home (going home) just hold on, we're going home (going home) it's hard to do these things alone (things alone) just hold on, we're going home (going home) home (going home)   hold on oh, oh",0,0,1,0,0,0,1,0,0,0,0,0
703654.0,Drake,Know Yourself,"hol' it yute, hol' it, hol' it, hol' it, hol' it, hol' it no sleepin' in the streets! shaky warrior yeah, this that oliver, 40, niko shit man 15 fort york shit, y'know? boi-1da, what's poppin'? yeah, yeah   runnin' through the 6 with my woes countin' money, you know how it goes pray the real live forever, man pray the fakes get exposed i want that ferrari, then i swerve i want that bugatti, just to hurt i ain't rockin' my jewelry, that's on purpose niggas want my spot and don't deserve it i don't like how serious they take themselves i've always been me, i guess i know myself shakiness, man, i don't have no time for that my city too turned up, i'll take the fine for that this been where you find me at that's been where you find me at i know a nigga named johnny bling he put me on to the finer things had a job sellin' girbaud jeans i had a yellow technomarine then kanye dropped, it was polos and backpacks man, that was when ethan was pushin' a subaru hatchback man, i'm talkin' way before hashtags i was runnin' through the 6 with my woes (yeah!) you might also like   i was runnin' through the 6 with my woes you know how that shit go you know how that shit go you know how that shit go runnin' through the 6 with my woes you know how that shit go you know how that shit go you know how that shit go don't fuck with them niggas, they too irrational, woah   this is that nasty flow top boy in this shit, i'm so international reps up is in here got p reign and chubby and tj and winnie and woah yeah, and you know how that shit go i might declare it a holiday as soon as baka get back on the road yeah, but you know how that shit go they so irrational, they don't wanna patch it up they wanna mash it up, woah my nigga jibba, he whip it, i ride in the passenger i'm way up, i stay up, i'm two up, i'm three up i had to get back to you, woah i'm turnin' into a nigga that thinks about money and women like 24/7, that's where my life took me that's just how shit happened to go and you know runnin' through the 6 with my, with my  i was running through the 6 with my woes and you know how that shit go you know how that shit go you know how that shit go runnin' through the 6 with my woes you know how that shit go you know how that shit go you know how that shit go runnin' through the 6 with my woes you know how that shit go  ...shell out, all if yuh eye nuh big always haffi look out, yuh no know if yuh head book out dun know, a de unruly boss, dis man no bomboclat, otha and if a boy nuh like ovo or chromatic yuh can jus suck yuh mada!! with no apology, if you nuh like we, we nuh like you neither youth your girl a say we cute, if you diss you will get execute that's the truth, ovo unruly (machine gun shots) with my woes1.1kembed",0,1,0,0,0,0,0,0,0,0,0,0
2266961.0,Drake,Back to Back,"oh man oh man, oh man not again   yeah i learned the game from william wesley, you can never check me back to back for the niggas that didn't get the message back to back, like i'm on the cover of lethal weapon back to back, like i'm jordan '96, '97 woah—very important and very pretentious when i look back, i might be mad that i gave this attention yeah, but it's weighin' heavy on my conscience yeah, and fuck, you left the boy no options i wanna see my niggas go insane you gon' make me step out of my fuckin' frame you gon' make me buy bottles for charlamagne you gon' make me go out of my fuckin' way i waited four days, nigga, where y'all at? i drove here in the wraith, playin' ar-ab i'm not sure what it was that really made y'all mad but i guess this is what i gotta do to make y'all rap i mean woah, can't fool the city, man, they know what's up second floor at tootsies, gettin' shoulder rubs this for y'all that think that i don't write enough they just mad 'cause i got the midas touch you love her, then you gotta give the world to her is that a world tour or your girl's tour? i know that you gotta be a thug for her this ain't what she meant when she told you to open up more yeah, trigger fingers turn to twitter fingers yeah, you gettin' bodied by a singin' nigga i'm not the type of nigga that'll type to niggas and shout to all my boss bitches wifin' niggas make sure you hit him with the prenup then tell that man to ease up i did another one, i did another one you still ain't did shit about the other one you might also like i got the drink in me, going back to back yeah, going back to back i got the drink in me, going back to back yeah, i'm going back to back   i don't wanna hear about this ever again not even when she tell him that they better as friends not even when you saying, ""drizzy, tell 'em again!"" i been puttin' on a show, it was a sell-out event oh, you need better seatin' i didn't wanna do it, gave me every reason the point i'm tryin' to make is i don't ever need 'em seen what you'd do for fame, what would you do for freedom? please, check 'em for a wire or a earpiece please, please do not let these niggas near me please, think before you come for the great one please, who's a real nigga and who ain't one? please, somebody stop me i'm talkin' boasy and gwanin wassy i got the fest in five days and it's my shit soon as a nigga hit the stage, they gon'   they gon' ask if i can play this shit back to back yeah, they want it back to back they gon' ask if i can play this shit back to back i took a break from views, now it's back to that, nigga (six)1.3kembed",1,1,0,0,0,0,0,0,0,0,0,0
196551.0,Drake,All Me,"i'm really stepping up my game these bitches gotta start paying me for this can't get no more free, randy   got everything, i got everything i cannot complain, i cannot i don't even know how much i really made, i forgot, it's a lot fuck that, never mind what i got nigga don't watch that 'cause i— came up, that's all me, stay true, that's all me (yeah) no help, that's all me, all me for real came up, that's all me, stay true, that's all me (2 chainz) no help, that's all me, all me for real   money on my mind, you should think the same j's on, pinky ring, dogging these hoes, i need quarantine in the same league, but we don't ball the same (ah) she want all the fame, i hear that shit all the time she said she love me, i said, ""baby girl, fall in line"" okay, made a million off a dinner fork, watch me switch it up walked in, ""ill nigga alert! ill nigga alert!"" you need that work, i got that work, got bitches in my condo just bought a shirt that cost a mercedes-benz car note from the a to toronto, we let the metal go off and my dick so hard it make the metal detector go off this that sauce, this that dressing givenchy, nigga, god bless you if having a bad bitch was a crime, i'd be arrested (tru) you might also like got everything, i got everything i cannot complain, i cannot i don't even know how much i really made, i forgot, it's a lot fuck that, never mind what i got nigga don't watch that 'cause i— came up, that's all me, stay true, that's all me no help, that's all me, all me for real came up, that's all me, stay true, that's all me no help, that's all me, all me for real   i touched down in '86, knew i was the man by the age of 6 i even fucked the girl that used to babysit but that was years later on some crazy shit i heard your new shit, nigga hated it damon wayans, homie don't play that shit i get paid a lot, you get paid a bit and my latest shit is like a greatest hits goddamn, ain't no wishing over on this side y'all don't fuck with us, then we don't fuck with y'all it's no different over on this side goddamn, should i listen to everybody or myself? 'cause myself just told myself: ""you're the motherfucking man, you don't need no help"" cashing checks and i’m bigging up my chest y'all keep talking ‘bout who next, but i’m about as big as it gets i swear y'all just wasting y'all breath i’m the light skinned keith sweat, i'ma make it last forever it’s not your turn 'cause i ain't done yet look, just understand that i'm on a roll like cottonelle i was made for all of this shit and i’m on the road box office sales i’m getting paid for all of this shit ask you to please excuse my table manners i was making room for the table dancers 'cause if we judging off your advances then i just got paid like eight advances, goddamn!  got everything, i got everything i cannot complain, i cannot i don't even know how much i really made, i forgot, it's a lot fuck that, never mind what i got nigga don't watch that 'cause i— came up, that's all me, stay true, that's all me no help, that's all me, all me for real came up, that's all me, stay true, that's all me—   ho, shut the fuck up! i got way too much on my mental i learn from what i've been through i'm finna do what i didn't do and still waking up like the rent's due not complicated, it's simple i got sexy ladies, a whole benz-full and to them hoes i'm everything—everything but gentle but i still take my time (time) man, i guess i'm just old fashioned wearing retro sh—, that's old fashion nigga, see what i'm saying, no closed caption i paint pics, see the shit, good sex, need to hit keep a broad on the floor year 'round like season tickets i plead the fifth, drink a fifth, load the nine leave you split, in the half, smoke a half, need a zip my new girl is on glee and shit probably making more money than me and shit i swear to god i got 99 problems but a bitch ain't one i got 99 problems, getting rich ain't one like i got trust issues i'm sorry for the people i've pushed out i'm the type to have a bullet-proof condom and still gotta pull out but that's just me and i ain't perfect i ain't a saint but i am worth it if it's one thing, i am worth it niggas still hating but it ain't working lil' bitch...  oh me, oh me, oh my i think i done fucked too many women from the 305 'fore the end of this year i'll do king of diamonds 3 more times smoking on that kush all in our section like it's legalized girl, you can't always have your way sometimes it be like that they don't really fuck with you like that they ain't never did me like that i just took my time, you got the shine i let you eat like that i been taught to never loan somebody what you need right back and i need that shit right back (no more free randy) i’m blessed than a muhfucka niggas been stressed than a muhfucka niggas getting nervous clutching they chests like a muhfucka damn that’s a motherfucker tell the truth, i don’t listen to you 'cause i don’t like being lied to and that ship won’t sail and that wind won’t guide you daddy was in jail, we was talking through the window like a motherfucking drive-thru that was back then, man now my niggas rich enough to do whatever i do",0,1,0,0,0,0,0,0,0,0,0,0
217270.0,Drake,From Time,"what's up? been a minute since we kicked it, you've been caught up with them bitches, i don't get it, you're a star, love you shouldn't have to deal with that i'd never make you feel like that 'cause   i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you, what are you so afraid of? darling, you you give, but you cannot take love   yeah, i needed to hear that shit, i hate when you're submissive passive aggressive when we're texting, i feel the distance i look around the peers that surround me, these niggas tripping i like when money makes a difference but don't make you different started realizing a couple places i could take it i want to get back to when i was that kid in the basement i want to take it deeper than money, pussy, vacation and influence a generation that's lacking in patience i've been dealing with my dad, speaking of lack of patience just me and my old man getting back to basics we've been talking 'bout the future and time that we wasted when he put that bottle down, girl, that nigga's amazing well, fuck it, we had a couple coronas we might have rolled a white paper, just something to hold us we even talked about you and our couple of moments he said we should hash it out like a couple of grown-ups you a flower child, beautiful child, i'm in your zone looking like you came from the seventies on your own my mother is sixty-six and her favorite line to hit me with is ""who the fuck wants to be seventy and alone?"" you don't even know what you want from love anymore i search for something i'm missing and disappear when i'm bored but girl, what qualities was i looking for before? who you settling for? who better for you than the boy, huh? you might also like i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you, what are you so afraid of? darling, you you give, but you cannot take love  uh, thinking 'bout texas, back when porscha used to work at treasures or further back than that, before i had the houston leverage when i got summer a michael kors with my momma's debit a weak attempt at flexing, i'll never forget it 'cause that night i played her three songs then we got to talking 'bout something we disagreed on then she start telling me how i'll never be as big as trey songz boy, was she wrong that was just negative energy for me to feed off now it's therapeutic blowing money in the galleria or beverly center macy's where i discovered bria landmarks of the muses that inspired the music when i could tell it was sincere without tryna prove it the one that i needed was courtney from hooters on peachtree i've always been feeling like she was the piece to complete me now she engaged to be married, what's the rush on commitment? know we were going through some shit, name a couple that isn't? remember our talk in the parking lot at the ritz girl, i felt like we had it all planned out i guess i fucked up the vision learning the true consequences of my selfish decisions when you find out how i'm living, i just hope i'm forgiven it seem like you don't want this love anymore i'm acting out in the open, it's hard for you to ignore but girl, what qualities was i looking for before? who you settling for? who better for you than the boy, huh?  i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you, what are you so afraid of? darling, you you give, but you cannot take love   been baka aka not nice from time, g been a east side ting scarborough ting from time, g been have up di ting dem from time, g so i don't know what's wrong with these little wasteman out here, eh? y'all need to know yourself",0,0,1,0,0,0,1,0,0,0,0,0
2890553.0,Drake,Fake Love,"i've been down so long, it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face, straight up to my face i've been down so long, it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face, straight up to my face   somethin' ain't right when we talkin' somethin' ain't right when we talkin' look like you hidin' your problems really you never was solid no, you can't ""son"" me you won't never get to run me just when shit look out of reach i reach back like one, three like one, three, yeah   that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah, i know they wanna take my place i can tell that love is fake i don't trust a word you say how you wanna clique up after your mistakes? look you in the face, and it's just not the same you might also like i've been down so long, it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face, straight up to my face i've been down so long, it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face, straight up to my face   yeah, straight up to my face, tryna play it safe vibe switch like night and day i can see it, like, right away i came up, you changed up i caught that whole play since, things never been the same   that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah, i know they wanna take my place i can tell that love is fake (i can tell that love is fake) i don't trust a word you say (i don't trust a word) how you wanna clique up after your mistakes? (that's just what i heard) look you in the face, and it's just not the same  i've been down so long, it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face, straight up to my face i've been down so long, it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face, straight up to my face   skrrt and more chune for your headtop so watch how you speak on my name, you know?",0,0,0,0,0,0,0,0,1,0,0,0
